,순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
25,26,하주석,한화,유격수,109,104,886.3333333333334,19,0,176,267,65,0.959,0,0,0,-
26,26,문규현,롯데,유격수,109,92,781.6666666666666,7,0,138,288,61,0.984,0,0,0,-
27,26,박경수,KT,2루수,109,108,888.0,13,0,227,317,76,0.977,0,0,0,-
28,29,구자욱,삼성,1루수,105,105,904.0,7,0,845,59,84,0.992,0,0,0,-
29,29,김상수,삼성,유격수,105,102,867.3333333333334,15,0,163,281,69,0.967,0,0,0,-
30,29,정성훈,LG,1루수,105,88,729.6666666666666,4,0,743,43,71,0.995,0,0,0,-
31,29,박기혁,KT,유격수,105,88,726.0,11,0,137,262,53,0.973,0,0,0,-
32,33,오재일,두산,1루수,102,96,853.0,7,0,840,55,100,0.992,0,0,0,-
33,34,강한울,KIA,유격수,97,84,688.6666666666666,11,0,144,242,55,0.972,0,0,0,-
34,35,김상호,롯데,1루수,93,88,738.0,5,0,697,43,87,0.993,0,0,0,-
35,36,심우준,KT,유격수,92,51,510.0,12,0,98,171,44,0.957,0,0,0,-
36,37,마르테,KT,3루수,89,88,718.6666666666666,7,0,66,152,20,0.969,0,0,0,-
37,38,정주현,LG,2루수,79,44,404.3333333333333,7,0,90,129,34,0.969,0,0,0,-
38,39,유민상,KT,1루수,78,56,447.0,5,0,406,24,44,0.989,0,0,0,-
39,40,조동찬,삼성,3루수,76,63,504.6666666666667,11,0,46,97,13,0.929,0,0,0,-
40,41,조영훈,NC,1루수,73,31,360.3333333333333,5,0,342,24,28,0.987,0,0,0,-
41,42,로사리오,한화,1루수,72,69,580.0,6,0,496,49,46,0.989,0,0,0,-
42,43,채태인,넥센,1루수,68,62,518.6666666666666,3,0,506,30,49,0.994,0,0,0,-
43,44,김재현,삼성,유격수,67,42,379.6666666666667,4,0,71,128,28,0.98,0,0,0,-
44,45,박찬호,KIA,유격수,62,6,165.0,7,0,34,53,8,0.926,0,0,0,-
45,46,양석환,LG,1루수,59,32,340.0,4,0,331,20,34,0.989,0,0,0,-
46,47,지석훈,NC,2루수,58,28,336.0,3,0,58,107,27,0.982,0,0,0,-
47,47,김동한,롯데,2루수,58,25,261.0,2,0,77,73,23,0.987,0,0,0,-
48,49,박종윤,롯데,1루수,57,45,407.3333333333333,3,0,403,43,31,0.993,0,0,0,-
49,50,지석훈,NC,유격수,56,36,323.3333333333333,6,0,53,114,18,0.965,0,0,0,-
50,50,김태균,한화,1루수,56,55,471.6666666666667,4,0,406,33,50,0.991,0,0,0,-
51,50,김상현,KT,1루수,56,53,435.6666666666667,9,0,418,35,56,0.981,0,0,0,-
52,53,대니돈,넥센,1루수,51,40,356.6666666666667,2,0,316,13,28,0.994,0,0,0,-
53,53,최정민,SK,2루수,51,24,260.6666666666667,5,0,68,83,21,0.968,0,0,0,-
54,53,김주형,KIA,3루수,51,15,194.66666666666666,2,0,13,35,4,0.96,0,0,0,-
55,56,에반스,두산,1루수,47,45,367.0,2,0,351,20,38,0.995,0,0,0,-
56,57,신성현,한화,3루수,43,28,256.3333333333333,5,0,20,36,6,0.918,0,0,0,-
57,57,김연훈,KT,1루수,43,12,174.0,2,0,172,8,12,0.989,0,0,0,-
58,59,최승준,SK,1루수,41,25,237.66666666666666,2,0,240,19,30,0.992,0,0,0,-
59,60,김주형,KIA,1루수,39,19,178.0,0,0,152,9,18,1.0,0,0,0,-
60,60,김용의,LG,1루수,39,23,188.66666666666666,0,0,194,14,18,1.0,0,0,0,-
61,62,발디리스,삼성,3루수,38,38,287.3333333333333,5,0,20,61,5,0.942,0,0,0,-
62,62,지석훈,NC,3루수,38,13,161.0,0,0,14,29,0,1.0,0,0,0,-
63,62,강경학,한화,유격수,38,27,252.33333333333334,7,0,47,72,15,0.944,0,0,0,-
64,65,박해민,삼성,1루수,37,25,230.66666666666666,0,0,170,23,18,1.0,0,0,0,-
65,65,모창민,NC,3루수,37,20,201.66666666666666,3,0,11,45,8,0.949,0,0,0,-
66,65,윤석민,넥센,1루수,37,34,303.3333333333333,5,0,286,14,21,0.984,0,0,0,-
67,68,류지혁,두산,유격수,36,11,155.0,1,0,23,70,9,0.989,0,0,0,-
68,68,김재현,삼성,3루수,36,6,123.66666666666667,5,0,10,22,4,0.865,0,0,0,-
69,68,김연훈,KT,3루수,36,14,143.33333333333334,3,0,11,33,1,0.936,0,0,0,-
70,71,김정혁,삼성,3루수,35,24,212.0,0,0,22,38,5,1.0,0,0,0,-
71,72,류지혁,두산,2루수,32,12,131.0,0,0,41,47,15,1.0,0,0,0,-
72,72,최주환,두산,2루수,32,19,146.33333333333334,2,0,38,41,14,0.975,0,0,0,-
73,72,김대륙,롯데,유격수,32,13,132.33333333333334,1,0,30,48,10,0.987,0,0,0,-
74,75,김지수,넥센,2루수,31,5,92.0,0,0,14,26,4,1.0,0,0,0,-
75,75,오선진,한화,3루수,31,2,73.0,0,0,10,17,1,1.0,0,0,0,-
76,75,서동욱,KIA,1루수,31,0,54.0,0,0,46,4,8,1.0,0,0,0,-
77,75,김연훈,KT,2루수,31,9,120.33333333333333,3,0,29,35,13,0.955,0,0,0,-
78,79,김지수,넥센,3루수,30,4,73.33333333333333,0,0,7,12,2,1.0,0,0,0,-
79,79,신성현,한화,1루수,30,9,102.0,1,0,83,7,12,0.989,0,0,0,-
80,81,김주형,KIA,유격수,29,26,197.0,7,0,40,65,13,0.938,0,0,0,-
81,82,윤완주,KIA,2루수,28,3,69.66666666666667,0,0,17,21,7,1.0,0,0,0,-
82,83,김성현,SK,유격수,27,22,199.66666666666666,7,0,25,74,15,0.934,0,0,0,-
83,83,고영우,KIA,유격수,27,19,149.66666666666666,4,0,27,44,7,0.947,0,0,0,-
84,85,이여상,롯데,2루수,26,5,84.66666666666667,1,0,24,25,4,0.98,0,0,0,-
85,86,신본기,롯데,유격수,25,24,204.33333333333334,2,0,38,48,15,0.977,0,0,0,-
86,86,이여상,롯데,유격수,25,7,91.33333333333333,2,0,20,29,7,0.961,0,0,0,-
87,86,양석환,LG,3루수,25,13,135.33333333333334,1,0,9,32,3,0.976,0,0,0,-
88,89,강한울,KIA,2루수,24,1,46.666666666666664,0,0,12,23,4,1.0,0,0,0,-
89,90,문상철,KT,3루수,23,12,115.0,1,0,5,28,1,0.971,0,0,0,-
90,91,황목치승,LG,2루수,22,2,52.0,0,0,12,18,3,1.0,0,0,0,-
91,91,문상철,KT,1루수,22,6,82.0,4,0,83,4,5,0.956,0,0,0,-
92,93,김재현,삼성,2루수,21,3,69.0,0,0,16,21,7,1.0,0,0,0,-
93,94,류지혁,두산,1루수,20,0,29.333333333333332,1,0,30,0,0,0.968,0,0,0,-
94,94,김지수,넥센,유격수,20,3,77.33333333333333,0,0,13,31,4,1.0,0,0,0,-
95,94,박승욱,SK,유격수,20,12,112.66666666666667,2,0,20,44,7,0.97,0,0,0,-
96,94,김대륙,롯데,2루수,20,0,36.666666666666664,3,0,11,18,4,0.906,0,0,0,-
97,94,손용석,롯데,3루수,20,16,137.0,2,0,12,32,1,0.957,0,0,0,-
98,99,강민국,NC,유격수,19,2,58.333333333333336,4,0,9,19,5,0.875,0,0,0,-
99,99,심우준,KT,3루수,19,11,104.0,1,0,9,33,5,0.977,0,0,0,-
100,101,권용관,한화,유격수,18,8,83.33333333333333,1,0,16,20,4,0.973,0,0,0,-
101,101,김민우,KIA,2루수,18,12,108.0,0,0,34,23,12,1.0,0,0,0,-
102,101,김주형,KIA,2루수,18,10,93.33333333333333,2,0,17,29,7,0.958,0,0,0,-
103,101,황목치승,LG,유격수,18,5,65.0,0,0,11,28,5,1.0,0,0,0,-
104,101,박기혁,KT,2루수,18,5,59.666666666666664,2,0,20,23,10,0.956,0,0,0,-
105,106,서예일,두산,유격수,17,1,37.666666666666664,1,0,7,15,4,0.957,0,0,0,-
106,106,홍재호,KIA,2루수,17,0,28.0,0,0,9,16,5,1.0,0,0,0,-
107,106,강승호,LG,유격수,17,13,94.0,5,0,13,41,6,0.915,0,0,0,-
108,106,윤진호,LG,2루수,17,0,33.333333333333336,0,0,6,15,5,1.0,0,0,0,-
109,106,박용근,KT,3루수,17,13,109.33333333333333,0,0,8,15,2,1.0,0,0,0,-
110,106,신현철,KT,3루수,17,1,44.666666666666664,0,0,2,6,0,1.0,0,0,0,-
111,112,윤진호,LG,유격수,16,3,51.0,2,0,4,18,0,0.917,0,0,0,-
112,112,신현철,KT,2루수,16,0,33.0,0,0,12,8,0,1.0,0,0,0,-
113,114,김정혁,삼성,1루수,15,4,48.0,2,0,37,3,3,0.952,0,0,0,-
114,114,윤석민,넥센,3루수,15,14,103.0,1,0,11,22,4,0.971,0,0,0,-
115,114,오선진,한화,2루수,15,3,66.0,0,0,22,22,7,1.0,0,0,0,-
116,117,고영우,KIA,2루수,14,0,20.333333333333332,0,0,2,12,1,1.0,0,0,0,-
117,117,김선민,KT,2루수,14,6,66.66666666666667,1,0,20,19,5,0.975,0,0,0,-
118,117,남태혁,KT,1루수,14,13,100.33333333333333,4,0,92,8,17,0.962,0,0,0,-
119,117,박용근,KT,2루수,14,12,71.33333333333333,1,0,23,22,10,0.978,0,0,0,-
120,121,최정용,SK,3루수,13,2,39.333333333333336,0,0,0,6,0,1.0,0,0,0,-
121,121,문규현,롯데,2루수,13,5,54.666666666666664,0,0,7,32,4,1.0,0,0,0,-
122,121,장준원,LG,유격수,13,4,36.666666666666664,0,0,3,12,1,1.0,0,0,0,-
123,124,류지혁,두산,3루수,12,1,29.0,0,0,0,11,1,1.0,0,0,0,-
124,124,성의준,삼성,3루수,12,3,46.0,0,0,5,9,3,1.0,0,0,0,-
125,124,최정용,SK,2루수,12,4,48.0,0,0,10,20,2,1.0,0,0,0,-
126,124,김선민,KT,3루수,12,5,37.666666666666664,0,0,5,3,0,1.0,0,0,0,-
127,128,김태완,삼성,3루수,11,1,22.333333333333332,0,0,2,3,0,1.0,0,0,0,-
128,128,조동찬,삼성,유격수,11,0,25.333333333333332,0,0,4,5,0,1.0,0,0,0,-
129,128,조동찬,삼성,2루수,11,4,42.333333333333336,0,0,8,10,3,1.0,0,0,0,-
130,128,손용석,롯데,1루수,11,5,50.0,0,0,57,4,2,1.0,0,0,0,-
131,128,서상우,LG,1루수,11,1,24.0,0,0,27,1,4,1.0,0,0,0,-
132,133,김태완,삼성,2루수,10,1,28.333333333333332,0,0,8,9,4,1.0,0,0,0,-
133,133,최정용,SK,유격수,10,0,14.333333333333334,1,0,3,2,1,0.833,0,0,0,-
134,133,김회성,한화,1루수,10,5,56.0,0,0,58,3,9,1.0,0,0,0,-
135,133,고영우,KIA,3루수,10,0,14.0,0,0,1,4,1,1.0,0,0,0,-
136,133,안치홍,KIA,2루수,10,10,82.0,0,0,22,27,9,1.0,0,0,0,-
137,138,최재원,삼성,2루수,9,7,62.333333333333336,1,0,17,20,3,0.974,0,0,0,-
138,138,장영석,넥센,1루수,9,4,37.0,2,0,34,2,4,0.947,0,0,0,-
139,138,나주환,SK,2루수,9,6,46.0,1,0,8,9,3,0.944,0,0,0,-
140,138,신성현,한화,유격수,9,3,24.666666666666668,1,0,3,8,1,0.917,0,0,0,-
141,138,손주인,LG,유격수,9,6,45.0,1,0,10,17,6,0.964,0,0,0,-
142,143,서예일,두산,3루수,8,0,11.666666666666666,0,0,0,1,1,1.0,0,0,0,-
143,143,성의준,삼성,2루수,8,0,15.0,0,0,4,5,2,1.0,0,0,0,-
144,143,최재원,삼성,3루수,8,8,63.0,0,0,9,11,2,1.0,0,0,0,-
145,143,이상호,NC,유격수,8,2,24.0,0,0,3,5,2,1.0,0,0,0,-
146,143,황윤호,NC,2루수,8,0,19.0,0,0,5,5,3,1.0,0,0,0,-
147,143,나주환,SK,1루수,8,8,58.0,0,0,67,9,10,1.0,0,0,0,-
148,143,권용관,한화,2루수,8,2,21.666666666666668,0,0,3,6,1,1.0,0,0,0,-
149,143,김회성,한화,3루수,8,4,46.333333333333336,1,0,4,17,3,0.955,0,0,0,-
